,Timestamp,I agree to these terms and conditions,Role,Training,Location,Work description,Level of computational skills,Comfort in developing computational skills,Approach to solutions,Frequency of script usage,Best practices articles,Written tutorials,Video tutorial,Interactive webinar,Office hours,One day seminar,Multiday workshop,Image analysis theory,Image analysis practices,Topics related to sub discipline,Specific software tool,Deep learning for image analysis,Analyzing large images,Visualization of results,Microscopy for life sciences physical sciences,Commonly used image analysis tools,Most used image analysis tools,Brightfield/DIC/phase-contrast manually acquired,Brightfield/DIC/phase-contrast automated,Fluorescent images manually acquired,Fluorescent images automated,Histological tissue sections,Electron microscopy,Imaging mass spectrometry,Imaging flow cytometry,Superresolution (PALM/STORM),Autofluorescence imaging (ie FLIM),Other,Well solved image analysis problems,Image analysis problems which needs better solutions,What image analysis tools have you used before? (check all that apply).1,What image analysis tools do you use the most?.1,Optical microscopy/DIC/fractography,Scanning electron microscopy,Transmission electron microscopy,Spectroscopy/diffractive imaging in the SEM/TEM,Imaging with mass spectrometry,X-ray microscopy,Atomic force microscopy,Fluorescence microscopy,Other,Well solved image analysis problems-physical sciences,Image analysis problems which needs better solutions physical sciences,hear about this survey,Previous experience,Number of conferences/workshops attended,Notification of image analysis workshop,Experience with previous workshops/conferences,Recommended conferences/workshops,Topics of interest,Creators role,Users role,Other thoughts,Subscription,Imaging,Balanced,Analyst,Work type,Knowledge of computational skills,Comfort
435,6/9/2022 14:36,Yes,Principal investigator,"Cell/Molecular Biology, Medicine, Statistics/Biostatistics",North America,3.0,4.0,3.0,"Sit down with a tool I know and start playing with the data, Look up solutions generally on the internet (Google), Look up solutions in the scientific literature",Sometimes,Moderately preferable,Very preferable,Very preferable,Moderately preferable,Somewhat preferable,Moderately preferable,Somewhat preferable,Very interested,Very interested,Very interested,Very interested,Very interested,Very interested,Very interested,Life Sciences,"Commercial software that comes with my microscope (Columbus, Nikon Elements, Softworx, etc), Open source point-and-click software (ImageJ, FIJI, Icy, CellProfiler, etc)","Open source point-and-click software (ImageJ, FIJI, Icy, CellProfiler, etc)",,"2D, 2D + time, 3D + time","2D + time, 3D (<3000x3000x100), 3D + time","2D + time, 3D (<3000x3000x100), 3D + time",2D,2D,2D,2D,"2D, 2D + time, 3D (<3000x3000x100), 3D + time","2D, 2D + time, 3D (<3000x3000x100), 3D + time",,Image analysis as I understand it is all a work in progress.,All image analysis has the potential for better solutions.,,,,,,,,,,,,,,"Postings on image.sc forum or microforum, from google search linking to image.sc forum post",,None,A discipline-specific society or network,participated in none,,super resolution applications and immunofluorescent image analysis,make it more entry level friendly with simple tutorials,easier to post questions with the USERS images,My lab is in desperate need of image analysis assistance.,Yes,False,True,False,Balanced,Medium skill,Medium comfort
436,6/9/2022 15:02,Yes,Undergraduate/Graduate student,"Cell/Molecular Biology, Developmental Biology",North America,4.0,2.0,3.0,"Sit down with a tool I know and start playing with the data, Ask a friend or colleague to help me, Ask on forum.image.sc, Look up solutions generally on the internet (Google)",Never,Somewhat preferable,Very preferable,Somewhat preferable,Somewhat preferable,Very preferable,Somewhat preferable,Moderately preferable,Moderately interested,Somewhat interested,Moderately interested,Moderately interested,Somewhat interested,Somewhat interested,Moderately interested,Life Sciences,"Commercial software that comes with my microscope (Columbus, Nikon Elements, Softworx, etc), Open source point-and-click software (ImageJ, FIJI, Icy, CellProfiler, etc)","Open source point-and-click software (ImageJ, FIJI, Icy, CellProfiler, etc)",,,2D,,,,,,,,,"I have an easy time with: finding nuclei, counting segmented cells, background correction, measuring fluorescence intensity within a selection.","I have a difficult time with: segmenting cells that are not round (for instance, highly branched cells such as astrocytes), analyzing the morphology of cells (i.e. ""count the number of branches""), segmenting overlapping cells (I don't have experience with creating z-stacks)",,,,,,,,,,,,,,Postings on image.sc forum or microforum,Workshop/tutorial on imaging or image analysis,Few,Email list,"I've only been to one, which was a Fiji workshop offered by my university's microscopy core facility. It was relatively helpful, but I found making an appointment with the analysis specialist who gave it to talk about my data one-on-one was more helpful for my project. It did give me a lot of background knowledge about image analysis and image data in general though which was nice.",,"I can only speak to my experience using ImageJ, but an issue I have is that tutorials all seem to be with older versions of the software than I have and sometimes there are discrepancies. I guess it's hard to make video tutorials for a software that updates so frequently. But that might be something to try to address. Other than that, a lot of my issues come from working with images of cells with a non-round/branched morphology, so tutorials addressing analyzing structures with different morphologies from round particles could be helpful.",This is vague but I feel like when I read the instruction manual for ImageJ it doesn't really give me a very good sense of what each command actually does. Maybe more detailed instructions?,"Before I started trying to teach myself image analysis, I was relying on protocols given to me by other wetlab biologists and a lot of them were honestly really terrible. People just don't really know basic things like what gamma correction is and how unreliable manual counting is. I think it would be helpful if there were more accessible primers on image analysis that people read as part of learning microscopy.",I'm someone who came to image analysis (with ImageJ) with very little guidance or relevant background. I wouldn't say I have a great grasp of it but I'm able to do some basics now. It's been a real uphill battle teaching myself!,Yes,False,True,False,Balanced,Low skill,Medium comfort
437,6/10/2022 11:21,Yes,Facility staff,Developmental Biology,Europe,5.0,5.0,6.0,"Sit down with a tool I know and start playing with the data, Ask on forum.image.sc, Look up solutions in the scientific literature",Often,Somewhat preferable,Very preferable,Very preferable,Moderately preferable,Somewhat preferable,Moderately preferable,Moderately preferable,Moderately interested,Very interested,Very interested,Moderately interested,Moderately interested,Moderately interested,Very interested,Life Sciences,"Commercial software that comes with my microscope (Columbus, Nikon Elements, Softworx, etc), Open source point-and-click software (ImageJ, FIJI, Icy, CellProfiler, etc), Computational libraries and scripts (scikit-image, MATLAB, etc)","Open source point-and-click software (ImageJ, FIJI, Icy, CellProfiler, etc)",2D,,,2D,2D,,2D,,,,,nuclei segmentation in 2D,nuclei segmentation 3D,,,,,,,,,,,,,,Postings on image.sc forum or microforum,"Workshop/tutorial on imaging or image analysis, Conference dedicated to imaging or image analysis",Few,Postings on image.sc forum or microforum,NeuBias 2019 training school,,,,,,Yes,False,True,False,Balanced,Medium skill,High comfort
438,6/10/2022 11:29,Yes,Undergraduate/Graduate student,"Cell/Molecular Biology, Developmental Biology, Medicine, Statistics/Biostatistics, Computer science",North America,4.0,5.0,5.0,"Sit down with a tool I know and start playing with the data, Ask a friend or colleague to help me, Look up solutions generally on the internet (Google)",Never,Not at all preferable,Very preferable,Moderately preferable,Somewhat preferable,Very preferable,Not at all preferable,Not at all preferable,Not at all interested,Moderately interested,Very interested,Very interested,Somewhat interested,Somewhat interested,Moderately interested,Life Sciences,"Commercial software that comes with my microscope (Columbus, Nikon Elements, Softworx, etc), Other commercial software (Imaris, Volocity, etc), Open source point-and-click software (ImageJ, FIJI, Icy, CellProfiler, etc)","Other commercial software (Imaris, Volocity, etc)","3D (<3000x3000x100), 3D + time, 3D (SPIM/large volume)","3D (<3000x3000x100), 3D + time, 3D (SPIM/large volume)","3D (<3000x3000x100), 3D + time, 3D (SPIM/large volume)","3D (<3000x3000x100), 3D + time, 3D (SPIM/large volume)",,,,,,,,,,,,,,,,,,,,,,,My local microscopy facility,Workshop/tutorial on imaging or image analysis,Many,My local microscopy facility,,,,,,,No,False,True,False,Balanced,Medium skill,Medium comfort
439,6/10/2022 11:38,Yes,Undergraduate/Graduate student,Cell/Molecular Biology,North America,6.0,2.0,3.0,"Ask a friend or colleague to help me, Look up solutions generally on the internet (Google), Look up solutions in the scientific literature",Sometimes,Moderately preferable,Very preferable,Very preferable,Somewhat preferable,Moderately preferable,Somewhat preferable,Not at all preferable,Somewhat interested,Very interested,Very interested,Very interested,Somewhat interested,Moderately interested,Moderately interested,Life Sciences,"Open source point-and-click software (ImageJ, FIJI, Icy, CellProfiler, etc)","Open source point-and-click software (ImageJ, FIJI, Icy, CellProfiler, etc)",2D,,,,2D,,,,,,,,,,,,,,,,,,,,,,Postings on image.sc forum or microforum,,None,Postings on image.sc forum or microforum,,,,,,,No,False,False,True,Analyst,Low skill,Medium comfort
440,6/10/2022 16:51,Yes,Postdoctoral fellow,"Physics/Biophysics, Cell/Molecular Biology, Developmental Biology",Europe,4.0,5.0,6.0,"Sit down with a tool I know and start playing with the data, Ask on forum.image.sc, Look up solutions generally on the internet (Google)",Most of the time,Somewhat preferable,Very preferable,Moderately preferable,Somewhat preferable,Somewhat preferable,Somewhat preferable,Not at all preferable,Moderately interested,Somewhat interested,Somewhat interested,Somewhat interested,Very interested,Very interested,Very interested,Life Sciences,"Other commercial software (Imaris, Volocity, etc), Open source point-and-click software (ImageJ, FIJI, Icy, CellProfiler, etc), Computational libraries and scripts (scikit-image, MATLAB, etc)","Computational libraries and scripts (python (scikit-image), MATLAB, etc)",,,"3D (<3000x3000x100), 3D + time, 3D (SPIM/large volume)","3D (<3000x3000x100), 3D + time",,,,,,,,finding nuclei (thanks to cellpose/stardist),"3D morphological analysis (beyond visualization), 3D mesh-based analysis, 3D+high content imager, integrating spatial transcriptomics with 2d/3d morphological information",,,,,,,,,,,,,,Postings on image.sc forum or microforum,Workshop/tutorial on imaging or image analysis,Some,Twitter,,,,,,"I am power user of many open source packages, but we should advocate for more funding of image analysis software development and engineering positions. CZI is a doing a great job.",No,False,True,False,Balanced,Medium skill,High comfort
441,6/11/2022 9:24,Yes,Research scientist,"Physics/Biophysics, Chemistry/Biochemistry",North America,4.0,3.0,4.0,Sit down with a tool I know and start playing with the data,Sometimes,Very preferable,Very preferable,Moderately preferable,Somewhat preferable,Not at all preferable,Not at all preferable,Somewhat preferable,Very interested,Very interested,Very interested,Very interested,Very interested,Very interested,Very interested,Physical Sciences,,,,,,,,,,,,,,,,"Other commercial software (Avizo, Imaris, Volocity, etc), Open source point-and-click software (ImageJ, FIJI, Gwyddion, etc)","Other commercial software (Avizo, Imaris, Volocity, etc)",,,,,,"3D (<3000x3000x100), 3D + time, 3D (large volume), 3D large volume + time",,,,Difficult to answer due to the highly varying nature of 3D tomography,"3D reconstructions, automated advanced segmentation methods",Postings on image.sc forum or microforum,"Workshop/tutorial on imaging or image analysis, Conference session on imaging or image analysis, Conference dedicated to imaging or image analysis",Few,Email list,"M&M conference, CLIJ workshops",Workshops at M&M,Advanced scripting languages and methods!,Listen to customers! Each problem is unique. Don't question why we want to do something but to accept our feedback as strong suggestions for improving software!,"Accurately and thoroughly report image analysis methods! Just because a method may be demonstrated on a specific material system or in a specific discipline doesn't mean that other disciplines know what you are doing! Make it reproducible! If I have the tools and data available, I should be able to read your article or report and reproduce the same results. Work with publishers to encourage accurate methods reporting. It is so frustrating to read an article that uses a new image processing or analysis method only to find out that I can't understand it or there is too little information to reproduce it or that it isn't even reported (ie, proprietary methods...). ",,Yes,False,True,False,Balanced,Medium skill,Medium comfort
442,6/12/2022 17:23,Yes,Undergraduate/Graduate student,"Developmental Biology, Medicine",North America,4.0,5.0,6.0,"Sit down with a tool I know and start playing with the data, Look up solutions generally on the internet (Google), Look up solutions in the scientific literature",Often,Moderately preferable,Very preferable,Very preferable,Very preferable,Moderately preferable,Very preferable,Moderately preferable,Moderately interested,Moderately interested,Very interested,Moderately interested,Moderately interested,Somewhat interested,Somewhat interested,Life Sciences,"Open source point-and-click software (ImageJ, FIJI, Icy, CellProfiler, etc), Computational libraries and scripts (scikit-image, MATLAB, etc)","Open source point-and-click software (ImageJ, FIJI, Icy, CellProfiler, etc)",,,3D (<3000x3000x100),,2D,,,,,,,For all of them I had to rely on some extent of human intervention in the analysis.,Cell segmentation in a noisy background.,,,,,,,,,,,,,,Postings on image.sc forum or microforum,Workshop/tutorial on imaging or image analysis,None,A discipline-specific society or network,,,,,,,Yes,False,True,False,Balanced,Medium skill,High comfort
443,6/14/2022 5:18,Yes,Facility staff,Cell/Molecular Biology,Europe,2.0,5.0,5.0,Sit down with a tool I know and start playing with the data,Sometimes,Not at all preferable,Moderately preferable,Very preferable,Moderately preferable,Moderately preferable,Moderately preferable,Very preferable,Moderately interested,Moderately interested,Very interested,Moderately interested,Moderately interested,Moderately interested,Moderately interested,Life Sciences,"Commercial software that comes with my microscope (Columbus, Nikon Elements, Softworx, etc), Other commercial software (Imaris, Volocity, etc), Open source point-and-click software (ImageJ, FIJI, Icy, CellProfiler, etc)","Open source point-and-click software (ImageJ, FIJI, Icy, CellProfiler, etc)",2D + time,3D + time,3D + time,3D + time,2D + time,,,,3D + time,3D + time,,finding nuclei,tissue analysis and analysis of super resolution data,,,,,,,,,,,,,,Word of mouth,Workshop/tutorial on imaging or image analysis,Few,My local microscopy facility,Expand processing knowledge,Yes,Processing pipeline generation,Simpler explains of processing functions and variables,Pilot test an imaging protocol can be used to confirm the desired information can be extracted.,,Yes,True,False,False,Imaging,Medium skill,Medium comfort
444,6/15/2022 4:54,Yes,Principal investigator,Physics/Biophysics,Europe,4.0,5.0,6.0,"Sit down with a tool I know and start playing with the data, Look up solutions generally on the internet (Google)",Sometimes,Somewhat preferable,Very preferable,Very preferable,Moderately preferable,Somewhat preferable,Somewhat preferable,Somewhat preferable,Moderately interested,Moderately interested,Very interested,Very interested,Very interested,Very interested,Moderately interested,Physical Sciences,,,,,,,,,,,,,,,,"Other commercial software (Avizo, Imaris, Volocity, etc), Open source point-and-click software (ImageJ, FIJI, Gwyddion, etc), Computational libraries and scripts (python (scikit-image), MATLAB, etc)","Other commercial software (Avizo, Imaris, Volocity, etc)",,2D,,,,"3D + time, 3D (large volume), 3D large volume + time",2D,,,Segmenting,Easier software front end,A discipline-specific society or network,"Workshop/tutorial on imaging or image analysis, Conference session on imaging or image analysis",Few,A discipline-specific society or network,TOSCA,Needs something new,Various,Work more closely with the applications,Work more closely with creators,,No,False,True,False,Balanced,Medium skill,High comfort
445,6/15/2022 5:07,Yes,Image/data analyst,"Cell/Molecular Biology, Statistics/Biostatistics, Computer science",Europe,6.0,6.0,7.0,"Sit down with a tool I know and start playing with the data, Ask a friend or colleague to help me, Look up solutions generally on the internet (Google), Look up solutions in the scientific literature",Most of the time,Moderately preferable,Very preferable,Somewhat preferable,Somewhat preferable,Very preferable,Very preferable,Moderately preferable,Very interested,Very interested,Very interested,Moderately interested,Very interested,Very interested,Very interested,Life Sciences,"Open source point-and-click software (ImageJ, FIJI, Icy, CellProfiler, etc), Computational libraries and scripts (scikit-image, MATLAB, etc)","Open source point-and-click software (ImageJ, FIJI, Icy, CellProfiler, etc)","2D, 2D + time",2D,"2D, 2D + time",2D,2D,,,,,,,,segmentation,,,,,,,,,,,,,,Postings on image.sc forum or microforum,"Workshop/tutorial on imaging or image analysis, Conference session on imaging or image analysis",Few,Email list,,,,,,,No,False,False,True,Analyst,High skill,High comfort
446,6/15/2022 7:57,Yes,Facility staff,Cell/Molecular Biology,Europe,2.0,2.0,3.0,Ask on forum.image.sc,Never,Somewhat preferable,Very preferable,Moderately preferable,Moderately preferable,Somewhat preferable,Somewhat preferable,Not at all preferable,Not at all interested,Somewhat interested,Somewhat interested,Very interested,Somewhat interested,Not at all interested,Somewhat interested,Life Sciences,"Commercial software that comes with my microscope (Columbus, Nikon Elements, Softworx, etc), Other commercial software (Imaris, Volocity, etc), Open source point-and-click software (ImageJ, FIJI, Icy, CellProfiler, etc)","Open source point-and-click software (ImageJ, FIJI, Icy, CellProfiler, etc)",2D,,3D (<3000x3000x100),,2D,"2D, 3D (<3000x3000x100)",,,"2D, 3D (<3000x3000x100)",,,Almost anythng for mammalian cells,"Tools for microbiology, like parasites, normally do not work as well as for mammalian cells",,,,,,,,,,,,,,Twitter,"Workshop/tutorial on imaging or image analysis, Conference session on imaging or image analysis, Conference dedicated to imaging or image analysis",Few,Email list,Ones from Neubias,Microscience Microscopy Congress (MMC run by RMS),"How-to use particular plugins or tools from software, with people bringing their data",Better graphic interfaces and how-to sessions in the Help area,Start thinking on image acquisition if aiming for image analysis or just a nice image. Set ups are quite different and sometimes you acquire a data set that is not fir for purpose for image analysis,,Yes,True,False,False,Imaging,Low skill,Medium comfort
447,6/15/2022 19:07,Yes,Undergraduate/Graduate student,Cell/Molecular Biology,Europe,7.0,2.0,6.0,"Sit down with a tool I know and start playing with the data, Ask a friend or colleague to help me, Ask on forum.image.sc, Look up solutions generally on the internet (Google)",Never,Not at all preferable,Very preferable,Very preferable,Not at all preferable,Very preferable,Somewhat preferable,Moderately preferable,Very interested,Very interested,Very interested,Very interested,Very interested,Very interested,Very interested,Life Sciences,"Open source point-and-click software (ImageJ, FIJI, Icy, CellProfiler, etc)","Open source point-and-click software (ImageJ, FIJI, Icy, CellProfiler, etc)",2D,,2D,,2D,,,,,,,,Spatial analysis ,,,,,,,,,,,,,,Postings on image.sc forum or microforum,Workshop/tutorial on imaging or image analysis,None,Email list,Working in small groups with experts ,,Spatial analysis ,,,,Yes,False,False,True,Analyst,Low skill,High comfort
448,6/16/2022 0:45,Yes,Research scientist,"Cell/Molecular Biology, Developmental Biology",Asia,3.0,5.0,6.0,"Sit down with a tool I know and start playing with the data, Ask on forum.image.sc, Look up solutions generally on the internet (Google), Look up solutions in the scientific literature",Often,Moderately preferable,Moderately preferable,Somewhat preferable,Moderately preferable,Somewhat preferable,Moderately preferable,Moderately preferable,Somewhat interested,Moderately interested,Very interested,Moderately interested,Very interested,Very interested,Moderately interested,Life Sciences,"Commercial software that comes with my microscope (Columbus, Nikon Elements, Softworx, etc), Other commercial software (Imaris, Volocity, etc), Open source point-and-click software (ImageJ, FIJI, Icy, CellProfiler, etc), Computational libraries and scripts (scikit-image, MATLAB, etc)","Open source point-and-click software (ImageJ, FIJI, Icy, CellProfiler, etc)",,3D (SPIM/large volume),,3D (SPIM/large volume),,,,,,,,,Segmentation and deconvolution,,,,,,,,,,,,,,Postings on image.sc forum or microforum,Conference session on imaging or image analysis,Few,,,,,,,,Yes,False,True,False,Balanced,Medium skill,High comfort
449,6/16/2022 10:15,Yes,Image/data analyst,"Statistics/Biostatistics, Computer science, Computer vision",North America,7.0,6.0,7.0,"Look up solutions generally on the internet (Google), Look up solutions in the scientific literature",Never,Very preferable,Moderately preferable,Somewhat preferable,Moderately preferable,Not at all preferable,Somewhat preferable,Somewhat preferable,Very interested,Very interested,Very interested,Moderately interested,Very interested,Very interested,Very interested,Life Sciences,"Open source point-and-click software (ImageJ, FIJI, Icy, CellProfiler, etc), Computational libraries and scripts (scikit-image, MATLAB, etc)","Computational libraries and scripts (python (scikit-image), MATLAB, etc)",,,,,,,,,,,,,,,,,,,,,,,,,,,Email list,,Some,Email list,,,,,,,Yes,False,False,True,Analyst,High skill,High comfort
450,6/16/2022 10:20,Yes,Facility staff,Cell/Molecular Biology,North America,2.0,3.0,4.0,Look up solutions generally on the internet (Google),Never,Somewhat preferable,Very preferable,Very preferable,Moderately preferable,Moderately preferable,Somewhat preferable,Somewhat preferable,Not at all interested,Very interested,Moderately interested,Very interested,Somewhat interested,Moderately interested,Somewhat interested,Life Sciences,"Open source point-and-click software (ImageJ, FIJI, Icy, CellProfiler, etc)",None,,,"2D, 3D (<3000x3000x100)","2D, 3D (<3000x3000x100)",,,,,,,,,,,,,,,,,,,,,,,BINA email,Workshop/tutorial on imaging or image analysis,None,BINA,"QFM at MDIBL, good introduction on image analysis",,,,,,No,True,False,False,Imaging,Medium skill,Medium comfort
451,6/16/2022 10:39,Yes,Research scientist,Physics/Biophysics,North America,4.0,4.0,7.0,"Sit down with a tool I know and start playing with the data, Look up solutions generally on the internet (Google), Look up solutions in the scientific literature",Most of the time,Very preferable,Very preferable,Very preferable,Very preferable,Very preferable,Somewhat preferable,Somewhat preferable,Very interested,Very interested,Very interested,Somewhat interested,Moderately interested,Very interested,Very interested,Life Sciences,"Open source point-and-click software (ImageJ, FIJI, Icy, CellProfiler, etc), Computational libraries and scripts (scikit-image, MATLAB, etc)","Computational libraries and scripts (python (scikit-image), MATLAB, etc)",,,3D (<3000x3000x100),2D,2D,,2D,,,,,,Annotations,,,,,,,,,,,,,,A discipline-specific society or network,,None,Email list,,,Analysis provenance,A tighter feedback loop between developers and users,Explicitly define constraints and non-constraints,,Yes,False,True,False,Balanced,Medium skill,High comfort
452,6/17/2022 9:47,Yes,Facility director,Cell/Molecular Biology,Europe,2.0,2.0,3.0,"Sit down with a tool I know and start playing with the data, Ask a friend or colleague to help me, Look up solutions generally on the internet (Google), Look up solutions in the scientific literature",Sometimes,Very preferable,Very preferable,Very preferable,Very preferable,Very preferable,Moderately preferable,Somewhat preferable,Somewhat interested,Somewhat interested,Moderately interested,Very interested,Somewhat interested,Moderately interested,Very interested,Life Sciences,"Commercial software that comes with my microscope (Columbus, Nikon Elements, Softworx, etc), Other commercial software (Imaris, Volocity, etc), Open source point-and-click software (ImageJ, FIJI, Icy, CellProfiler, etc), Computational libraries and scripts (scikit-image, MATLAB, etc)","Open source point-and-click software (ImageJ, FIJI, Icy, CellProfiler, etc)","2D, 2D + time, 3D (<3000x3000x100), 3D + time",,"2D, 2D + time, 3D (<3000x3000x100), 3D + time",,"2D, 3D (<3000x3000x100)",2D,,,,"2D, 3D (<3000x3000x100)",,,"Separation of signal from autofluorescence in plants, detecting faint objects against background",,,,,,,,,,,,,,"My local microscopy facility, Postings on image.sc forum or microforum, Email list","Workshop/tutorial on imaging or image analysis, Conference session on imaging or image analysis, Conference dedicated to imaging or image analysis",None,Email list,RMS facility managers forum; like-minded people with similar issues.,,Comparison of deconvolution outputs and the artefacts they can create.,,,,No,True,False,False,Imaging,Low skill,Medium comfort
453,6/17/2022 11:57,Yes,Research scientist,Cell/Molecular Biology,North America,3.0,2.0,4.0,"Ask a friend or colleague to help me, Ask on forum.image.sc, Look up solutions generally on the internet (Google)",Never,Moderately preferable,Very preferable,Very preferable,Moderately preferable,Somewhat preferable,Moderately preferable,Moderately preferable,Very interested,Very interested,Moderately interested,Moderately interested,Somewhat interested,Moderately interested,Moderately interested,Life Sciences,"Commercial software that comes with my microscope (Columbus, Nikon Elements, Softworx, etc), Other commercial software (Imaris, Volocity, etc), Open source point-and-click software (ImageJ, FIJI, Icy, CellProfiler, etc)","Open source point-and-click software (ImageJ, FIJI, Icy, CellProfiler, etc)","2D, 2D + time, 3D (<3000x3000x100), 3D + time",2D,"2D, 2D + time","2D, 2D + time, 3D (<3000x3000x100), 3D + time",,2D,,,2D,2D,,Cell segmentation on well labeled items. Quantification of cells. Rendering of 3D data. ,Rapid processing of STORM/PALM data for groups of experiments. 3D tracking and extraction of motion metrics. ,,,,,,,,,,,,,,Email list,"Workshop/tutorial on imaging or image analysis, Conference session on imaging or image analysis",Some,Email list,"Huygens put on a good workshop with their deconvolution package. They provided a walk through with example data, PDFs and offered the whole thing downloadable after. Imaris has offered a similar in person experience without the recording. ",,Any discussion of imageJ and how to utilize the vast tools in there is always great because it is an accessible platform for the most imaging scientists.  ,"I love a tool that has a PDF guide or youtube walk through. It is important that non-developers help generate these because not all of us have the same though process. Additionally, explaining how to NOT use said tools to prevent the misinterpretation of data. Also,  getting varied data from other similar users to make sure the tool is robust. ","My main concern with a lot of these image analysis tools are having them extract information with PERFECT data, or at least optimizing the tool around these data. Not all microscopes are setup or used by equally skilled people, so having illustrations/explanations showing what the best data for said analysis pipeline are. IE: for this pipeline, you need to do X control and it should give you Y result with minimal variation. Deviation from that will alter the power of said method. ",,Yes,False,True,False,Balanced,Low skill,Medium comfort
454,6/18/2022 5:15,Yes,Postdoctoral fellow,"Chemistry/Biochemistry, Cell/Molecular Biology",Europe,3.0,5.0,7.0,"Sit down with a tool I know and start playing with the data, Ask on forum.image.sc, Look up solutions generally on the internet (Google), Look up solutions on a particular website (please list below), Look up solutions in the scientific literature",Sometimes,Somewhat preferable,Very preferable,Moderately preferable,Moderately preferable,Somewhat preferable,Somewhat preferable,Somewhat preferable,Moderately interested,Very interested,Very interested,Very interested,Very interested,Very interested,Very interested,Life Sciences,"Commercial software that comes with my microscope (Columbus, Nikon Elements, Softworx, etc), Open source point-and-click software (ImageJ, FIJI, Icy, CellProfiler, etc)","Open source point-and-click software (ImageJ, FIJI, Icy, CellProfiler, etc)","2D, 3D (<3000x3000x100)",,"2D, 2D + time",,,,,,,,,Cell morphology,Focal adhesion analysis,,,,,,,,,,,,,,Postings on image.sc forum or microforum,Workshop/tutorial on imaging or image analysis,Few,Postings on image.sc forum or microforum,,,"Overview of particular tools, ML/AI approaches mostly",Moving away from scripting to GUI tools,"Intuitive, easy to use software",,Yes,False,True,False,Balanced,Medium skill,High comfort
455,6/18/2022 20:08,Yes,Postdoctoral fellow,"Computer science, Computer vision, Deep learning",South America,7.0,6.0,7.0,"Look up solutions generally on the internet (Google), Look up solutions in the scientific literature",Most of the time,Not at all preferable,Very preferable,Very preferable,Somewhat preferable,Not at all preferable,Somewhat preferable,Somewhat preferable,Very interested,Very interested,Moderately interested,Moderately interested,Very interested,Very interested,Very interested,Life Sciences,"Open source point-and-click software (ImageJ, FIJI, Icy, CellProfiler, etc), Computational libraries and scripts (scikit-image, MATLAB, etc)","Computational libraries and scripts (python (scikit-image), MATLAB, etc)","2D, 2D + time, 3D (<3000x3000x100)",3D + time,"2D, 3D + time",2D,2D,,,,,,,nuclei segmentation,3d cell tracking ,,,,,,,,,,,,,,BINA newsletter,"Workshop/tutorial on imaging or image analysis, Conference session on imaging or image analysis, Conference dedicated to imaging or image analysis",Few,Email list,"I2K, presented several interesting softwares",,Deep learning applications,Graphical User Interface for software,,,No,False,False,True,Analyst,High skill,High comfort
456,6/19/2022 18:55,Yes,Research scientist,"Cell/Molecular Biology, Developmental Biology",North America,4.0,1.0,1.0,Sit down with a tool I know and start playing with the data,Sometimes,Somewhat preferable,Very preferable,Moderately preferable,Somewhat preferable,Not at all preferable,Not at all preferable,Not at all preferable,Moderately interested,Moderately interested,Moderately interested,Moderately interested,Not at all interested,Not at all interested,Somewhat interested,Life Sciences,"Other commercial software (Imaris, Volocity, etc), Open source point-and-click software (ImageJ, FIJI, Icy, CellProfiler, etc)","Open source point-and-click software (ImageJ, FIJI, Icy, CellProfiler, etc)",,,3D (<3000x3000x100),,,,,,,,,,3d segmentation for quantifying multiple channels. Deconvolution with multiple cores,,,,,,,,,,,,,,Postings on image.sc forum or microforum,,None,Postings on image.sc forum or microforum,,,,pay attention to usability,learn programming,,No,False,True,False,Balanced,Low skill,Low comfort
457,6/20/2022 8:47,Yes,Image/data analyst,"Cell/Molecular Biology, Developmental Biology, Statistics/Biostatistics, Computer science",Europe,7.0,6.0,6.0,"Sit down with a tool I know and start playing with the data, Ask on forum.image.sc, Look up solutions generally on the internet (Google)",Often,Moderately preferable,Moderately preferable,Moderately preferable,Very preferable,Moderately preferable,Very preferable,Very preferable,Somewhat interested,Somewhat interested,Somewhat interested,Somewhat interested,Somewhat interested,Moderately interested,Moderately interested,Life Sciences,"Other commercial software (Imaris, Volocity, etc), Open source point-and-click software (ImageJ, FIJI, Icy, CellProfiler, etc), Computational libraries and scripts (scikit-image, MATLAB, etc)","Open source point-and-click software (ImageJ, FIJI, Icy, CellProfiler, etc)","2D, 2D + time","2D, 2D + time","3D (<3000x3000x100), 3D + time, 3D (SPIM/large volume), 3D large volume + time",3D (<3000x3000x100),,"2D, 3D (<3000x3000x100), 3D (SPIM/large volume)",,,,,,,,,,,,,,,,,,,,,Postings on image.sc forum or microforum,"Workshop/tutorial on imaging or image analysis, Conference session on imaging or image analysis, Conference dedicated to imaging or image analysis",None,Postings on image.sc forum or microforum,,,,,,,No,False,False,True,Analyst,High skill,High comfort
